_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
1466,4152806,2017,1966,2024,PRIVATE,24,Scarborough-Guildwood,55 LIVINGSTON RD,14,174,2024-09-17,96,96,0,47,3,3,2,3,3,3,3,3,3,3,2,N/A,3,3,3,2,3,N/A,3,3,N/A,3,3,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2435,43.74432112,-79.1973053,329164.011,4844750.689
1467,4152836,2017,1979,2023,PRIVATE,24,Scarborough-Guildwood,30 LIVONIA PL,13,200,2023-08-16,93,93,0,44,3,3,3,N/A,3,3,3,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,1,2,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2423,43.78602895,-79.20449844,328567.963,4849383.17
1468,4152836,2017,1979,2025,PRIVATE,24,Scarborough-Guildwood,30 LIVONIA PL,13,200,2025-11-07,97,97,0,43,3,3,3,N/A,3,2,3,3,3,3,2,N/A,3,3,3,3,3,N/A,3,N/A,N/A,N/A,N/A,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2423,43.78602895,-79.20449844,328567.963,4849383.17
1469,4155060,2017,1960,2024,PRIVATE,08,Eglinton-Lawrence,178 LOCKSLEY AVE,3,24,2024-07-24,60,60,0,39,0,1,2,N/A,N/A,2,1,3,N/A,1,N/A,N/A,3,3,1,1,2,3,1,3,2,N/A,N/A,1,3,2,N/A,N/A,2,3,2,N/A,3,N/A,2,2,2,1,3,3,3,3,1,0,0,0,0,0,0,0,N0831,43.70238371,-79.44910903,308886.201,4840048.632
1470,4153630,2017,1927,2024,PRIVATE,14,Toronto-Danforth,245-247 LOGAN AVE,4,21,2024-06-27,90,90,0,33,3,3,N/A,N/A,N/A,3,N/A,1,2,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,S1441,,,317503.543,4835393.504
1471,4288768,2017,1967,2024,SOCIAL HOUSING,14,Toronto-Danforth,444 LOGAN AVE,22,159,2024-06-10,87,87,0,47,3,3,3,3,2,3,3,2,2,2,N/A,N/A,3,3,2,2,2,2,3,3,3,N/A,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S1434,43.66535419,-79.34485017,317296.687,4835946.155
1472,4155225,2017,1973,2024,PRIVATE,03,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2024-07-25,91,92,-1,43,3,3,3,N/A,N/A,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,2,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0325,43.64633687,-79.52275215,302948.491,4833822.241
1473,4155552,2017,1957,2024,PRIVATE,03,Etobicoke-Lakeshore,22 A LONG BRANCH AVE,3,11,2024-07-17,95,95,0,37,3,3,3,N/A,N/A,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,1,2,3,3,3,3,3,3,3,3,1,3,3,W0334,43.59028671,-79.53248765,302160.876,4827595.512
1474,5207679,2023,2022,2024,PRIVATE,12,Toronto-St. Paul's,215 LONSDALE RD,20,177,2024-07-11,100,100,0,45,3,3,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,N/A,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1231,,,312559.07,4838724.578
1475,4153901,2017,1927,2023,PRIVATE,12,Toronto-St. Paul's,310 LONSDALE RD,4,15,2023-06-22,88,88,0,40,3,2,3,3,1,2,3,3,3,2,N/A,N/A,2,2,3,2,3,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,2,3,3,3,N/A,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1231,43.68920202,-79.41121867,311941.429,4838587.752
1476,4153901,2017,1927,2025,PRIVATE,12,Toronto-St. Paul's,310 LONSDALE RD,4,15,2025-09-16,94,94,0,39,3,2,3,3,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1231,43.68920202,-79.41121867,311941.429,4838587.752
1477,4153908,2017,1925,2023,PRIVATE,12,Toronto-St. Paul's,311 LONSDALE RD,4,14,2023-06-22,88,88,0,38,3,2,3,3,N/A,2,3,3,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,2,3,3,N/A,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,S1231,43.68880141,-79.41085496,311970.793,4838543.273
1478,4153908,2017,1925,2025,PRIVATE,12,Toronto-St. Paul's,311 LONSDALE RD,4,14,2025-09-20,93,94,-1,39,3,3,3,3,3,2,3,3,2,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,3,3,N/A,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,S1231,43.68880141,-79.41085496,311970.793,4838543.273
1479,4153902,2017,1927,2023,PRIVATE,12,Toronto-St. Paul's,312 LONSDALE RD,4,19,2023-06-22,91,91,0,40,3,3,3,3,1,3,3,3,3,3,N/A,N/A,2,2,3,3,2,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,N/A,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,S1231,43.68917555,-79.41140111,311926.722,4838584.795
1480,4153902,2017,1927,2025,PRIVATE,12,Toronto-St. Paul's,312 LONSDALE RD,4,19,2025-09-16,94,94,0,37,3,2,3,N/A,3,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,S1231,43.68917555,-79.41140111,311926.722,4838584.795
1481,4153903,2017,1923,2024,PRIVATE,12,Toronto-St. Paul's,316 LONSDALE RD,4,10,2024-07-08,92,92,0,38,3,3,N/A,N/A,3,2,2,2,3,1,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,2,3,3,N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,S1231,43.68905439,-79.4118151,311893.356,4838571.296
1482,4153904,2017,1923,2025,PRIVATE,12,Toronto-St. Paul's,320 LONSDALE RD,4,32,2025-09-20,71,72,-1,35,3,1,N/A,2,N/A,1,N/A,2,1,2,N/A,N/A,3,1,3,3,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,1,2,N/A,3,N/A,1,2,1,1,2,1,2,3,2,3,3,3,3,3,3,3,S1231,43.68892834,-79.41202911,311871.215,4838571.051
1483,4153904,2017,1923,2023,PRIVATE,12,Toronto-St. Paul's,320 LONSDALE RD,4,32,2023-06-27,75,75,0,38,3,2,2,2,2,2,N/A,2,2,2,N/A,N/A,3,2,2,3,2,N/A,2,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,2,3,3,N/A,2,2,3,1,2,3,2,3,2,3,3,1,1,1,3,3,S1231,43.68892834,-79.41202911,311871.215,4838571.051
1484,4153907,2017,1920,2024,PRIVATE,12,Toronto-St. Paul's,321 LONSDALE RD,5,12,2024-08-14,88,88,0,38,3,3,N/A,2,3,2,3,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,2,2,2,3,S1231,43.68860968,-79.41176294,311897.61,4838521.893
1485,4153906,2017,1930,2024,PRIVATE,12,Toronto-St. Paul's,323 LONSDALE RD,4,20,2024-06-28,100,100,0,36,3,3,N/A,N/A,N/A,3,N/A,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,3,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1231,43.68854355,-79.41195519,311882.118,4838514.529
1486,4153900,2017,1957,2024,PRIVATE,12,Toronto-St. Paul's,340 LONSDALE RD,6,36,2024-07-23,91,91,0,44,3,3,3,3,3,1,2,3,3,3,N/A,N/A,3,3,3,3,2,3,2,3,3,N/A,N/A,2,3,N/A,3,3,2,3,3,3,3,N/A,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,S1230,43.68872092,-79.41361123,311748.58,4838534.089
1487,4153894,2017,1970,2024,PRIVATE,12,Toronto-St. Paul's,345 LONSDALE RD,6,55,2024-09-25,90,90,0,45,3,3,3,2,3,2,3,3,N/A,3,N/A,N/A,3,3,3,3,2,3,3,3,3,N/A,N/A,2,3,1,3,3,2,3,3,3,3,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S1230,43.68815844,-79.41412327,311707.357,4838471.552
1488,4154734,2017,1963,2023,PRIVATE,15,Don Valley West,37 LORD SEATON RD,4,49,2023-08-09,87,87,0,46,3,3,2,2,3,2,2,3,3,2,3,N/A,3,3,3,2,3,N/A,3,3,2,N/A,N/A,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,1,1,3,3,N1521,43.75256268,-79.40598226,312355.623,4845627.205
1489,4154734,2017,1963,2025,PRIVATE,15,Don Valley West,37 LORD SEATON RD,4,49,2025-08-11,93,93,0,44,3,3,3,3,3,3,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,1,3,2,3,3,2,2,3,2,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1521,43.75256268,-79.40598226,312355.623,4845627.205
1490,4154029,2017,1957,2025,PRIVATE,08,Eglinton-Lawrence,41 LORINDALE AVE,3,26,2025-08-11,86,86,0,36,3,3,3,N/A,N/A,2,N/A,3,3,1,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,2,2,2,N/A,3,N/A,3,1,3,3,2,3,3,3,3,3,3,3,3,1,3,3,N0825,43.72605824,-79.40362968,312548.482,4842683.012
1491,4154029,2017,1957,2023,PRIVATE,08,Eglinton-Lawrence,41 LORINDALE AVE,3,26,2023-10-16,90,90,0,37,3,3,N/A,3,3,1,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,1,N/A,N/A,N/A,1,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0825,43.72605824,-79.40362968,312548.482,4842683.012
1492,4154030,2017,1957,2024,PRIVATE,08,Eglinton-Lawrence,45 LORINDALE AVE,3,25,2024-08-08,90,90,0,39,3,3,3,2,3,2,N/A,3,3,2,3,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,N0825,43.72623361,-79.40384777,312530.889,4842702.475
1493,4153632,2017,1993,2023,TCHC,14,Toronto-Danforth,29 LOUVAIN AVE,4,51,2023-08-17,74,74,0,45,2,2,3,1,1,2,3,3,2,1,N/A,2,1,1,3,3,3,N/A,2,3,N/A,N/A,N/A,1,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,S1435,43.66242678,-79.33691469,317937.063,4835634.227
1494,4153632,2017,1993,2025,TCHC,14,Toronto-Danforth,29 LOUVAIN AVE,4,51,2025-12-11,89,89,0,37,3,3,3,N/A,2,2,N/A,3,3,2,N/A,N/A,3,3,2,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,2,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1435,43.66242678,-79.33691469,317937.063,4835634.227
1495,4154260,2017,1952,2024,PRIVATE,07,Humber River-Black Creek,73 LOVILLA BLVD,3,16,2024-07-31,98,98,0,40,3,3,3,3,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0733,43.71772169,-79.53719822,301786.885,4841753.108
1496,4156711,2017,2013,2024,PRIVATE,10,Spadina-Fort York,100 LOWER OSSINGTON AVE,8,179,2024-08-27,91,91,0,47,3,3,3,3,3,2,2,3,2,3,N/A,N/A,3,3,3,3,2,2,3,3,2,N/A,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,1,3,3,3,3,S1027,43.64382097,-79.41894522,311312.897,4833534.316
1497,4156712,2017,2014,2024,TCHC,13,Toronto Centre,40 LOWER RIVER ST.,8,128,2024-09-24,85,85,0,42,2,1,N/A,N/A,2,3,N/A,3,N/A,3,N/A,N/A,3,1,2,3,3,2,3,2,N/A,N/A,3,2,3,2,3,2,3,3,3,3,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,S1336,43.65625786,-79.35584853,316411.458,4834934.032
1498,4153212,2017,1955,2024,PRIVATE,11,University-Rosedale,85 LOWTHER AVE,8,44,2024-06-26,86,86,0,43,3,2,2,N/A,2,2,3,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,1,2,N/A,N/A,2,3,2,3,3,2,3,3,N/A,2,3,2,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,S1127,43.66973533,-79.40029681,312824.398,4836426
1499,4156316,2017,1969,2023,TCHC,19,Beaches-East York,444 LUMSDEN AVE,42,183,2023-09-18,73,73,0,44,3,2,2,N/A,3,1,2,3,2,2,N/A,N/A,3,3,2,2,2,N/A,2,2,N/A,N/A,3,2,3,2,3,2,2,2,2,2,2,2,2,1,3,3,3,2,2,3,1,1,1,1,1,1,1,1,S1930,43.69562966,-79.30231098,320791.011,4839337.097
1500,4156316,2017,1969,2025,TCHC,19,Beaches-East York,444 LUMSDEN AVE,42,183,2025-06-27,84,87,-3,47,3,3,3,3,3,2,3,2,3,3,N/A,3,3,2,1,3,2,N/A,3,3,3,N/A,3,2,3,3,3,3,1,2,3,3,3,2,1,2,2,3,3,1,2,3,1,3,3,3,3,3,3,3,S1930,43.69562966,-79.30231098,320791.011,4839337.097
1501,4152661,2017,1965,2023,PRIVATE,21,Scarborough Centre,5 LYNVALLEY CRES,7,92,2023-06-29,79,79,0,44,3,3,3,N/A,3,1,2,3,2,1,3,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,3,3,3,3,1,1,3,3,1,3,3,2,1,3,3,1,3,2,3,1,3,1,1,1,1,1,3,E2126,43.74773239,-79.3106482,320034.137,4845103.674
1502,4152661,2017,1965,2025,PRIVATE,21,Scarborough Centre,5 LYNVALLEY CRES,7,92,2025-07-29,95,95,0,45,3,3,3,3,3,2,3,2,3,2,3,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,E2126,43.74773239,-79.3106482,320034.137,4845103.674
1503,4155051,2017,1958,2024,PRIVATE,08,Eglinton-Lawrence,131 LYON CRT,4,26,2024-07-29,64,64,0,37,3,2,N/A,N/A,N/A,1,3,1,2,2,N/A,N/A,1,3,2,1,1,N/A,2,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,1,1,1,1,N/A,2,3,1,1,2,2,1,3,1,3,3,3,3,3,3,3,N0831,43.70308054,-79.44023176,309601.661,4840126.516
1504,4156365,2017,1967,2025,PRIVATE,08,Eglinton-Lawrence,141 LYON CRT,18,142,2025-10-15,94,94,0,44,3,3,3,3,3,2,3,3,N/A,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,3,3,3,2,2,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0831,43.70329322,-79.43967969,309620.459,4840134.478
1505,4156365,2017,1967,2023,PRIVATE,08,Eglinton-Lawrence,141 LYON CRT,18,142,2023-07-08,95,95,0,44,3,3,N/A,N/A,3,3,3,3,3,3,N/A,N/A,3,2,3,3,3,2,3,3,2,N/A,N/A,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0831,43.70329322,-79.43967969,309620.459,4840134.478
1506,4155303,2017,1973,2023,PRIVATE,03,Etobicoke-Lakeshore,24 MABELLE AVE,36,540,2023-07-17,98,98,0,44,3,3,3,N/A,3,2,3,3,N/A,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0321,43.64658572,-79.52714719,302594.209,4833849.039
1507,4155303,2017,1973,2025,PRIVATE,03,Etobicoke-Lakeshore,24 MABELLE AVE,36,540,2025-10-08,99,99,0,47,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0321,43.64658572,-79.52714719,302594.209,4833849.039
1508,4155307,2017,1974,2023,PRIVATE,03,Etobicoke-Lakeshore,25 MABELLE AVE,31,416,2023-07-17,93,93,0,44,3,3,3,N/A,3,2,3,3,N/A,3,N/A,N/A,2,3,3,3,3,N/A,3,3,2,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,W0321,43.6455831,-79.52650589,302645.912,4833737.637
1509,4155307,2017,1974,2025,PRIVATE,03,Etobicoke-Lakeshore,25 MABELLE AVE,31,416,2025-10-15,98,99,-1,44,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0321,43.6455831,-79.52650589,302645.912,4833737.637
1510,4155305,2017,1979,2023,TCHC,03,Etobicoke-Lakeshore,41 MABELLE AVE,19,350,2023-08-05,88,88,0,47,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,0,0,0,0,W0321,43.64483798,-79.52771276,302548.527,4833654.887
1511,4155305,2017,1979,2025,TCHC,03,Etobicoke-Lakeshore,41 MABELLE AVE,19,350,2025-10-08,97,97,0,44,3,3,3,3,3,2,2,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0321,43.64483798,-79.52771276,302548.527,4833654.887
1512,4155304,2017,1979,2024,TCHC,03,Etobicoke-Lakeshore,49 MABELLE AVE,13,128,2024-08-07,94,94,0,45,3,3,3,3,N/A,2,3,2,3,2,N/A,N/A,3,3,3,3,3,3,2,3,N/A,N/A,3,1,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0321,43.64497453,-79.52858579,302478.099,4833670.075
1513,4155302,2017,1974,2023,PRIVATE,03,Etobicoke-Lakeshore,52 MABELLE AVE,22,310,2023-09-15,85,85,0,42,3,2,N/A,N/A,3,2,3,3,1,3,N/A,N/A,3,3,3,2,2,N/A,3,3,3,N/A,N/A,3,3,N/A,3,2,1,2,2,2,2,2,1,3,2,3,3,3,1,2,3,3,3,3,3,3,3,3,W0321,43.64640294,-79.5294507,302408.377,4833828.787
1514,4155302,2017,1974,2025,PRIVATE,03,Etobicoke-Lakeshore,52 MABELLE AVE,22,310,2025-10-30,96,96,0,44,3,3,3,N/A,3,2,2,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0321,43.64640294,-79.5294507,302408.377,4833828.787
1515,4274218,2017,1962,2024,TCHC,03,Etobicoke-Lakeshore,57 MABELLE AVE,19,255,2024-07-12,90,90,0,47,3,2,3,3,2,3,2,2,2,3,N/A,N/A,3,3,2,3,2,N/A,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,W0321,43.64631052,-79.53050102,302329.86,4833829.218
1516,4152589,2017,1969,2024,PRIVATE,20,Scarborough Southwest,10 MACEY AVE,16,255,2024-06-18,88,92,-4,47,3,2,3,3,3,3,3,2,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,1,3,3,3,3,2,2,3,3,3,2,1,2,3,3,3,1,2,3,3,3,3,3,3,3,3,3,E2028,43.6922722,-79.28711679,321945.072,4838946.874
1517,5392310,2024,1930,2024,PRIVATE,11,University-Rosedale,28 MACPHERSON AVE,3,17,2024-08-16,89,89,0,37,3,1,3,3,3,1,N/A,3,3,2,N/A,N/A,N/A,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,1,3,3,3,N/A,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,S1128,43.6790651,-79.39191866,313498.773,4837463.379
1518,4408585,2018,1948,2023,PRIVATE,11,University-Rosedale,130 MACPHERSON AVE,3,26,2023-08-16,78,78,0,34,3,2,2,N/A,N/A,2,N/A,2,2,3,N/A,N/A,1,3,2,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,2,N/A,N/A,N/A,2,2,3,1,2,2,2,3,2,0,3,3,3,3,3,1,S1128,43.67836054,-79.39507019,313244.997,4837383.81
1519,4408585,2018,1948,2025,PRIVATE,11,University-Rosedale,130 MACPHERSON AVE,3,26,2025-07-29,74,75,-1,36,3,1,N/A,N/A,3,1,N/A,1,2,3,N/A,N/A,1,3,2,2,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,1,3,3,3,N/A,1,1,3,1,3,2,1,3,2,3,3,3,3,3,3,3,S1128,43.67836054,-79.39507019,313244.997,4837383.81
1520,4153215,2018,1989,2025,TCHC,11,University-Rosedale,25 MADISON AVE,4,12,2025-12-02,88,88,0,40,1,3,2,2,3,1,3,3,3,3,N/A,N/A,3,3,1,3,2,N/A,3,3,2,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,2,3,N/A,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,S1127,43.66834144,-79.40263254,312636.214,4836270.93
1521,4153215,2018,1989,2023,TCHC,11,University-Rosedale,25 MADISON AVE,4,12,2023-10-13,97,97,0,39,3,3,3,N/A,3,1,N/A,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1127,43.66834144,-79.40263254,312636.214,4836270.93
1522,5033221,2022,1890,2025,PRIVATE,11,University-Rosedale,51 MADISON AVE,3,11,2025-07-31,58,58,0,37,3,1,2,N/A,3,1,N/A,1,3,3,N/A,N/A,1,3,1,1,2,N/A,1,1,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,1,1,N/A,3,N/A,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,S1127,43.66987723,-79.40353016,312563.635,4836441.465
1523,5033221,2022,1890,2023,PRIVATE,11,University-Rosedale,51 MADISON AVE,3,11,2023-10-30,77,77,0,35,3,2,2,N/A,N/A,1,N/A,3,2,2,N/A,N/A,N/A,3,2,2,2,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,1,3,2,3,N/A,2,2,3,1,2,3,1,3,3,3,3,3,3,1,3,3,S1127,43.66987723,-79.40353016,312563.635,4836441.465
1524,4793995,2020,1896,2024,PRIVATE,11,University-Rosedale,55 MADISON AVE,4,12,2024-09-03,85,85,0,40,3,3,3,N/A,3,1,3,3,3,3,N/A,2,3,3,1,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,N/A,1,3,3,3,3,3,3,3,2,0,0,0,0,0,0,3,S1127,43.66999316,-79.40358451,312559.238,4836454.34
1525,4153218,2017,1907,2023,PRIVATE,11,University-Rosedale,93-99 MADISON AVE,3,17,2023-10-17,90,90,0,39,3,3,3,3,3,2,3,3,2,3,N/A,N/A,3,3,3,2,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,3,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,S1127,,,312525.277,4836561.438
1526,4153218,2017,1907,2025,PRIVATE,11,University-Rosedale,93-99 MADISON AVE,3,17,2025-08-01,90,90,0,39,3,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,1,1,1,1,1,1,1,1,S1127,,,312525.277,4836561.438
